Timestamp,Age,Primary streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects,Permissions
8/27/2022 22:51:15,18.0,Spotify,3.0,Yes,Yes,No,Country,Yes,No,,Never,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Never,Rarely,Never,7.0,7.0,4.0,7.0,No effect,I understand.
8/27/2022 23:00:32,19.0,YouTube Music,8.0,Yes,No,No,EDM,Yes,No,125.0,Rarely,Never,Very frequently,Never,Never,Sometimes,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Rarely,1.0,0.0,0.0,1.0,Improve,I understand.
8/27/2022 23:04:00,,Spotify,3.0,Yes,No,No,Hip hop,Yes,Yes,,Rarely,Never,Rarely,Never,Never,Very frequently,Never,Sometimes,Never,Very frequently,Never,Sometimes,Sometimes,Rarely,Rarely,Never,9.0,3.0,2.0,7.0,Improve,I understand.
8/27/2022 23:12:03,19.0,Spotify,2.0,Yes,No,No,Country,Yes,No,88.0,Never,Very frequently,Rarely,Sometimes,Never,Sometimes,Never,Never,Never,Rarely,Never,Rarely,Never,Very frequently,Never,Never,2.0,1.0,2.0,0.0,Improve,I understand.
8/27/2022 23:16:06,18.0,Spotify,4.0,Yes,Yes,No,Jazz,Yes,Yes,148.0,Very frequently,Rarely,Never,Never,Never,Never,Very frequently,Never,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,Sometimes,Rarely,6.0,4.0,7.0,0.0,Improve,I understand.
8/27/2022 23:19:52,17.0,Spotify,2.0,No,No,No,Pop,Yes,Yes,,Rarely,Rarely,Never,Never,Never,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Rarely,7.0,5.0,4.0,1.0,Worsen,I understand.
8/27/2022 23:39:41,16.0,Spotify,8.0,Yes,No,No,Hip hop,Yes,Yes,103.0,Never,Never,Never,Never,Never,Very frequently,Never,Never,Never,Never,Never,Never,Sometimes,Very frequently,Never,Rarely,8.0,8.0,4.0,3.0,Improve,I understand.
8/27/2022 23:39:49,16.0,Spotify,12.0,Yes,No,Yes,Hip hop,Yes,Yes,120.0,Rarely,Never,Sometimes,Rarely,Never,Very frequently,Rarely,Never,Never,Never,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,Never,5.0,7.0,10.0,0.0,Improve,I understand.
8/27/2022 23:40:55,17.0,Spotify,24.0,Yes,No,No,Rap,Yes,No,99.0,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Rarely,Never,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,Never,7.0,5.0,0.0,3.0,Improve,I understand.
8/27/2022 23:41:36,15.0,Spotify,3.0,No,No,No,Hip hop,No,No,120.0,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Never,Rarely,Rarely,Sometimes,Very frequently,Rarely,Never,7.0,3.0,0.0,2.0,Improve,I understand.
8/27/2022 23:43:06,15.0,Apple Music,8.0,Yes,No,No,Hip hop,Yes,Yes,120.0,Rarely,Never,Sometimes,Rarely,Never,Very frequently,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Rarely,Very frequently,Sometimes,Sometimes,6.0,9.0,3.0,0.0,Improve,I understand.
8/28/2022 0:28:02,17.0,Spotify,4.0,Yes,No,No,Rap,Yes,No,125.0,Never,Rarely,Rarely,Never,Never,Sometimes,Never,Never,Never,Rarely,Rarely,Sometimes,Never,Very frequently,Sometimes,Never,10.0,10.0,2.0,4.0,Improve,I understand.
8/28/2022 1:39:02,19.0,I do not use a streaming service.,5.0,Yes,No,No,R&B,Yes,Yes,118.0,Rarely,Rarely,Sometimes,Very frequently,Rarely,Very frequently,Sometimes,Never,Never,Rarely,Rarely,Rarely,Very frequently,Very frequently,Sometimes,Rarely,6.0,7.0,5.0,4.0,Improve,I understand.
8/28/2022 3:19:08,18.0,Spotify,2.0,Yes,No,No,Pop,No,Yes,79.0,Rarely,Rarely,Sometimes,Never,Never,Rarely,Never,Rarely,Sometimes,Never,Never,Very frequently,Never,Never,Never,Rarely,3.0,3.0,8.0,6.0,No effect,I understand.
8/28/2022 4:13:11,16.0,Other streaming service,3.0,Yes,Yes,Yes,Rock,Yes,Yes,84.0,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Sometimes,Never,Rarely,Never,Sometimes,Never,Sometimes,Rarely,Very frequently,Sometimes,10.0,6.0,8.0,10.0,Improve,I understand.
8/28/2022 4:38:14,18.0,Spotify,2.0,No,No,No,Pop,Yes,Yes,169.0,Sometimes,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Very frequently,Never,Sometimes,Never,Very frequently,Sometimes,Sometimes,Sometimes,Never,7.0,4.0,2.0,5.0,Improve,I understand.
8/28/2022 4:40:36,14.0,Spotify,12.0,Yes,Yes,Yes,Rock,Yes,Yes,136.0,Sometimes,Sometimes,Rarely,Rarely,Rarely,Very frequently,Sometimes,Never,Never,Very frequently,Never,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,8.0,6.0,10.0,5.0,Improve,I understand.
8/28/2022 5:05:51,18.0,YouTube Music,6.0,Yes,Yes,Yes,Pop,No,Yes,101.0,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Never,Never,Never,Never,Very frequently,Sometimes,Sometimes,Never,Never,3.0,2.0,1.0,2.0,Improve,I understand.
8/28/2022 5:16:30,17.0,Spotify,2.0,Yes,Yes,No,Pop,Yes,Yes,126.0,Never,Very frequently,Rarely,Rarely,Never,Never,Rarely,Sometimes,Very frequently,Rarely,Rarely,Very frequently,Rarely,Never,Sometimes,Sometimes,6.0,6.0,4.0,5.0,Improve,I understand.
8/28/2022 8:36:27,17.0,Apple Music,1.0,Yes,No,No,Pop,Yes,No,183.0,Rarely,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,8.0,2.0,1.0,5.0,Improve,I understand.
8/28/2022 10:30:22,20.0,Apple Music,5.0,Yes,Yes,No,Rock,Yes,Yes,,Never,Rarely,Rarely,Very frequently,Never,Very frequently,Sometimes,Never,Sometimes,Sometimes,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,7.0,7.0,2.0,0.0,Improve,I understand.
8/28/2022 10:38:05,19.0,Spotify,2.0,Yes,No,No,Classical,No,No,120.0,Very frequently,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Sometimes,Never,Very frequently,Never,Never,Never,Very frequently,4.0,4.0,4.0,3.0,No effect,I understand.
8/28/2022 10:54:30,19.0,Spotify,6.0,Yes,Yes,No,Metal,Yes,Yes,,Never,Never,Never,Rarely,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Very frequently,Sometimes,Never,Never,Sometimes,Sometimes,9.0,8.0,2.0,3.0,Improve,I understand.
8/28/2022 10:59:53,17.0,Spotify,4.0,No,No,No,Rock,Yes,Yes,142.0,Rarely,Rarely,Rarely,Very frequently,Never,Sometimes,Rarely,Rarely,Never,Rarely,Rarely,Very frequently,Rarely,Sometimes,Very frequently,Rarely,5.0,6.0,6.0,1.0,Improve,I understand.
8/28/2022 11:08:51,16.0,Spotify,1.0,Yes,No,No,Classical,No,No,75.0,Very frequently,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Rarely,0.0,0.0,0.0,0.0,No effect,I understand.
8/28/2022 11:13:25,18.0,Spotify,5.0,Yes,Yes,No,Pop,Yes,No,120.0,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Never,3.0,2.0,1.0,1.0,Improve,I understand.
8/28/2022 11:25:49,21.0,Spotify,4.0,Yes,No,No,Pop,No,Yes,89.0,Never,Never,Rarely,Never,Never,Sometimes,Never,Rarely,Rarely,Never,Never,Very frequently,Never,Rarely,Never,Never,6.0,8.0,0.0,2.0,Improve,I understand.
8/28/2022 11:27:15,17.0,Other streaming service,3.0,Yes,No,No,Pop,Yes,No,,Never,Never,Sometimes,Never,Never,Very frequently,Rarely,Sometimes,Never,Never,Rarely,Very frequently,Sometimes,Very frequently,Very frequently,Never,2.0,0.0,4.0,0.0,No effect,I understand.
8/28/2022 11:36:35,26.0,Other streaming service,0.5,No,No,No,Rock,No,Yes,140.0,Rarely,Never,Rarely,Sometimes,Never,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Very frequently,Never,9.0,8.0,1.0,0.0,No effect,I understand.
8/28/2022 11:39:21,20.0,Spotify,4.0,Yes,No,No,EDM,Yes,No,161.0,Rarely,Rarely,Very frequently,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Never,Sometimes,Rarely,Very frequently,Very frequently,Sometimes,Very frequently,Rarely,7.0,2.0,8.0,6.0,Improve,I understand.
8/28/2022 11:50:31,23.0,YouTube Music,2.0,Yes,Yes,Yes,Video game music,Yes,No,80.0,Sometimes,Rarely,Never,Rarely,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,4.0,2.0,3.0,4.0,Improve,I understand.
8/28/2022 11:54:45,18.0,Spotify,5.0,Yes,Yes,No,Rock,Yes,No,130.0,Very frequently,Never,Never,Sometimes,Never,Sometimes,Sometimes,Rarely,Never,Sometimes,Very frequently,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,7.0,6.0,5.0,0.0,Improve,I understand.
8/28/2022 11:55:54,37.0,YouTube Music,0.25,No,No,No,Video game music,Yes,No,147.0,Very frequently,Rarely,Never,Rarely,Never,Rarely,Sometimes,Never,Rarely,Never,Never,Very frequently,Sometimes,Never,Sometimes,Sometimes,3.0,2.0,10.0,0.0,No effect,I understand.
8/28/2022 11:58:48,17.0,Spotify,3.0,Yes,No,No,Classical,Yes,Yes,120.0,Very frequently,Never,Very frequently,Never,Never,Very frequently,Sometimes,Sometimes,Rarely,Sometimes,Never,Sometimes,Very frequently,Very frequently,Rarely,Sometimes,6.0,6.0,8.0,2.0,Improve,I understand.
8/28/2022 12:08:29,18.0,Spotify,4.0,Yes,No,No,Metal,Yes,Yes,77.0,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Never,Very frequently,Sometimes,Sometimes,Very frequently,Very frequently,Very frequently,1.0,0.0,8.0,2.0,No effect,I understand.
8/28/2022 12:12:35,17.0,I do not use a streaming service.,1.0,Yes,Yes,Yes,Folk,No,No,118.0,Never,Sometimes,Rarely,Very frequently,Never,Rarely,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,7.0,3.0,1.0,5.0,Improve,I understand.
8/28/2022 12:15:02,36.0,Spotify,1.0,No,Yes,Yes,Classical,No,No,132.0,Very frequently,Sometimes,Never,Rarely,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Never,Sometimes,Never,8.0,9.0,3.0,0.0,No effect,I understand.
8/28/2022 12:23:52,24.0,Spotify,3.0,Yes,No,No,Rock,Yes,Yes,115.0,Rarely,Never,Rarely,Sometimes,Never,Never,Never,Rarely,Never,Very frequently,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,9.0,6.0,4.0,3.0,Improve,I understand.
8/28/2022 12:30:08,18.0,Spotify,5.0,Yes,No,Yes,Metal,Yes,Yes,157.0,Never,Never,Rarely,Rarely,Never,Very frequently,Rarely,Never,Rarely,Rarely,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,Never,7.0,9.0,5.0,0.0,Improve,I understand.
8/28/2022 12:32:09,19.0,Spotify,3.0,Yes,No,No,Pop,No,Yes,90.0,Sometimes,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,Rarely,Never,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,7.0,4.0,2.0,4.0,No effect,I understand.
8/28/2022 12:37:17,17.0,Apple Music,2.0,Yes,Yes,No,EDM,Yes,No,128.0,Never,Rarely,Very frequently,Never,Never,Rarely,Never,Never,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,0.0,0.0,0.0,0.0,Improve,I understand.
8/28/2022 12:39:49,16.0,Spotify,6.0,Yes,No,No,K pop,Yes,Yes,169.0,Rarely,Never,Never,Rarely,Sometimes,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,Never,Sometimes,Very frequently,Very frequently,Rarely,Never,7.0,8.0,7.0,5.0,Improve,I understand.
8/28/2022 12:52:19,23.0,Apple Music,1.0,No,No,No,Rap,No,Yes,140.0,Sometimes,Rarely,Sometimes,Rarely,Never,Very frequently,Very frequently,Never,Never,Never,Sometimes,Rarely,Rarely,Very frequently,Very frequently,Rarely,10.0,6.0,3.0,10.0,No effect,I understand.
8/28/2022 12:53:01,23.0,Spotify,12.0,Yes,No,No,Pop,Yes,Yes,96.0,Very frequently,Rarely,Never,Very frequently,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Never,Very frequently,Sometimes,Rarely,Rarely,Never,3.0,7.0,5.0,5.0,No effect,I understand.
8/28/2022 12:54:35,22.0,Spotify,4.0,Yes,No,Yes,Rock,Yes,Yes,126.0,Rarely,Never,Rarely,Sometimes,Never,Rarely,Rarely,Never,Never,Rarely,Sometimes,Very frequently,Sometimes,Rarely,Very frequently,Rarely,8.0,7.0,4.0,3.0,Improve,I understand.
8/28/2022 13:01:42,16.0,Apple Music,2.0,Yes,Yes,No,Classical,Yes,No,,Very frequently,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Never,Never,Rarely,Rarely,Rarely,Sometimes,Rarely,0.0,0.0,1.0,3.0,Improve,I understand.
8/28/2022 13:05:46,18.0,Spotify,6.0,Yes,No,No,Rock,Yes,No,91.0,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Sometimes,Very frequently,Never,8.0,6.0,2.0,10.0,No effect,I understand.
8/28/2022 13:08:24,42.0,I do not use a streaming service.,0.0,,No,No,Rock,No,Yes,,Rarely,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Never,Sometimes,Rarely,Rarely,Never,Sometimes,Sometimes,9.0,0.0,10.0,0.0,No effect,I understand.
8/28/2022 13:09:53,23.0,Spotify,7.0,Yes,No,No,Folk,Yes,Yes,55.0,Rarely,Very frequently,Never,Very frequently,Very frequently,Sometimes,Rarely,Never,Rarely,Never,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,6.0,4.0,2.0,3.0,Improve,I understand.
8/28/2022 13:18:19,23.0,I do not use a streaming service.,1.0,Yes,Yes,No,Video game music,No,No,85.0,Sometimes,Sometimes,Sometimes,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Very frequently,Never,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,7.0,0.0,0.0,2.0,Improve,I understand.
8/28/2022 13:22:36,19.0,YouTube Music,1.0,No,Yes,No,K pop,Yes,Yes,160.0,Never,Never,Never,Never,Never,Never,Sometimes,Very frequently,Never,Never,Never,Never,Never,Never,Never,Rarely,10.0,1.0,0.0,0.0,Improve,I understand.
8/28/2022 13:22:53,22.0,Pandora,1.0,No,Yes,No,Rock,Yes,No,108.0,Rarely,Never,Sometimes,Rarely,Never,Never,Very frequently,Never,Never,Never,Never,Sometimes,Rarely,Never,Very frequently,Rarely,8.0,7.0,0.0,5.0,Improve,I understand.
8/28/2022 13:34:00,15.0,Other streaming service,2.0,Yes,Yes,No,Rock,No,No,156.0,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Never,Rarely,Sometimes,Sometimes,Never,Never,Very frequently,Sometimes,3.0,2.0,6.0,7.0,Improve,I understand.
8/28/2022 13:34:27,25.0,Spotify,2.0,No,No,No,Metal,No,Yes,170.0,Rarely,Rarely,Rarely,Sometimes,Never,Rarely,Never,Rarely,Never,Rarely,Very frequently,Sometimes,Never,Rarely,Very frequently,Very frequently,5.0,5.0,3.0,1.0,No effect,I understand.
8/28/2022 13:42:20,32.0,Spotify,5.0,Yes,No,No,Rock,No,Yes,91.0,Sometimes,Never,Rarely,Sometimes,Never,Sometimes,Rarely,Rarely,Never,Never,Very frequently,Very frequently,Very frequently,Rarely,Very frequently,Never,10.0,10.0,3.0,1.0,Worsen,I understand.
8/28/2022 13:43:06,36.0,Spotify,6.0,Yes,No,No,Metal,Yes,Yes,174.0,Very frequently,Never,Rarely,Very frequently,Never,Never,Never,Sometimes,Never,Rarely,Very frequently,Rarely,Never,Never,Sometimes,Very frequently,5.0,4.0,10.0,2.0,Improve,I understand.
8/28/2022 13:46:03,24.0,Spotify,3.0,No,No,No,Rock,Yes,Yes,130.0,Sometimes,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Rarely,Never,Very frequently,Very frequently,Never,Never,Very frequently,Never,0.0,0.0,8.0,0.0,No effect,I understand.
8/28/2022 13:48:11,29.0,Spotify,4.0,No,No,No,Hip hop,Yes,No,140.0,Rarely,Sometimes,Rarely,Never,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,8.0,8.0,5.0,10.0,Improve,I understand.
8/28/2022 13:55:45,41.0,Apple Music,3.0,Yes,Yes,Yes,Metal,Yes,Yes,130.0,Sometimes,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Sometimes,Sometimes,Sometimes,Never,Rarely,Rarely,Never,10.0,7.0,8.0,0.0,Improve,I understand.
8/28/2022 13:57:47,36.0,I do not use a streaming service.,2.0,Yes,Yes,Yes,Rock,Yes,No,127.0,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Never,Never,Never,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Sometimes,7.0,3.0,1.0,1.0,Improve,I understand.
8/28/2022 13:59:16,19.0,YouTube Music,3.0,Yes,No,No,Rock,Yes,No,160.0,Rarely,Sometimes,Sometimes,Rarely,Never,Sometimes,Rarely,Never,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Very frequently,Rarely,8.0,7.0,4.0,0.0,Improve,I understand.
8/28/2022 14:00:18,31.0,Spotify,2.0,Yes,No,No,Rock,Yes,Yes,,Never,Sometimes,Never,Rarely,Sometimes,Never,Sometimes,Rarely,Never,Never,Sometimes,Very frequently,Never,Never,Very frequently,Never,10.0,2.0,0.0,5.0,No effect,I understand.
8/28/2022 14:01:08,16.0,Spotify,4.0,Yes,No,No,Rock,No,Yes,,Sometimes,Rarely,Rarely,Sometimes,Never,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Rarely,Rarely,Very frequently,Very frequently,9.0,8.0,1.0,2.0,Improve,I understand.
8/28/2022 14:02:12,26.0,Spotify,2.0,Yes,Yes,Yes,Hip hop,Yes,Yes,165.0,Rarely,Rarely,Very frequently,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Very frequently,Very frequently,Rarely,6.0,3.0,1.0,1.0,Improve,I understand.
8/28/2022 14:04:09,22.0,Apple Music,0.5,No,No,No,Hip hop,No,No,113.0,Sometimes,Never,Never,Never,Never,Very frequently,Rarely,Never,Rarely,Never,Never,Sometimes,Sometimes,Very frequently,Never,Never,7.0,7.0,0.0,1.0,No effect,I understand.
8/28/2022 14:04:20,16.0,Spotify,5.0,Yes,Yes,Yes,Jazz,Yes,Yes,167.0,Sometimes,Rarely,Never,Never,Rarely,Rarely,Very frequently,Very frequently,Rarely,Never,Never,Very frequently,Rarely,Very frequently,Sometimes,Never,7.0,7.0,8.0,4.0,Improve,I understand.
8/28/2022 14:07:29,17.0,Spotify,5.0,Yes,No,No,Metal,Yes,Yes,95.0,Never,Sometimes,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Very frequently,Sometimes,4.0,1.0,0.0,0.0,Improve,I understand.
8/28/2022 14:08:57,19.0,Spotify,10.0,Yes,No,No,R&B,Yes,Yes,110.0,Never,Rarely,Very frequently,Never,Never,Sometimes,Never,Very frequently,Never,Never,Never,Rarely,Very frequently,Rarely,Never,Never,7.0,2.0,1.0,5.0,Improve,I understand.
8/28/2022 14:10:04,18.0,YouTube Music,2.0,No,No,No,EDM,No,Yes,150.0,Sometimes,Rarely,Very frequently,Never,Rarely,Rarely,Rarely,Never,Never,Sometimes,Never,Very frequently,Rarely,Sometimes,Rarely,Very frequently,9.0,0.0,5.0,10.0,Improve,I understand.
8/28/2022 14:10:17,18.0,YouTube Music,4.0,Yes,No,No,Hip hop,Yes,Yes,93.0,Never,Never,Rarely,Never,Never,Very frequently,Sometimes,Sometimes,Rarely,Sometimes,Never,Very frequently,Very frequently,Very frequently,Sometimes,Rarely,2.0,7.0,1.0,1.0,Improve,I understand.
8/28/2022 14:12:55,19.0,Spotify,5.0,No,Yes,Yes,Rock,Yes,Yes,90.0,Rarely,Never,Never,Rarely,Never,Sometimes,Very frequently,Never,Very frequently,Rarely,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Rarely,10.0,8.0,7.0,0.0,Improve,I understand.
8/28/2022 14:14:48,19.0,Spotify,3.0,Yes,No,No,Jazz,Yes,No,118.0,Rarely,Never,Rarely,Never,Never,Very frequently,Very frequently,Rarely,Sometimes,Very frequently,Never,Sometimes,Sometimes,Sometimes,Rarely,Very frequently,3.0,0.0,0.0,0.0,Improve,I understand.
8/28/2022 14:18:22,22.0,Spotify,2.0,Yes,No,No,K pop,Yes,Yes,126.0,Never,Never,Very frequently,Never,Never,Sometimes,Never,Very frequently,Never,Never,Never,Sometimes,Never,Sometimes,Very frequently,Rarely,7.0,8.0,5.0,1.0,No effect,I understand.
8/28/2022 14:24:10,16.0,Spotify,2.5,Yes,Yes,Yes,Rock,Yes,Yes,103.0,Rarely,Sometimes,Never,Very frequently,Never,Rarely,Sometimes,Never,Sometimes,Sometimes,Rarely,Very frequently,Rarely,Never,Very frequently,Rarely,2.0,1.0,0.0,0.0,Improve,I understand.
8/28/2022 14:25:08,19.0,Spotify,3.0,Yes,No,No,R&B,Yes,Yes,77.0,Rarely,Never,Sometimes,Never,Never,Very frequently,Rarely,Very frequently,Rarely,Rarely,Rarely,Very frequently,Very frequently,Very frequently,Rarely,Very frequently,5.0,4.0,0.0,1.0,Improve,I understand.
8/28/2022 14:26:12,37.0,Spotify,1.0,Yes,No,No,Rock,No,No,115.0,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Rarely,Very frequently,Never,9.0,10.0,6.0,10.0,No effect,I understand.
8/28/2022 14:29:29,14.0,Spotify,7.0,Yes,Yes,No,Jazz,No,No,110.0,Rarely,Never,Very frequently,Never,Never,Never,Very frequently,Never,Sometimes,Never,Never,Sometimes,Never,Never,Very frequently,Very frequently,2.0,0.0,0.0,0.0,Improve,I understand.
8/28/2022 14:30:34,33.0,I do not use a streaming service.,1.0,No,No,No,Metal,No,Yes,,Rarely,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Rarely,Never,Very frequently,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,5.0,2.0,5.0,1.0,Improve,I understand.
8/28/2022 14:38:19,26.0,Spotify,1.0,No,No,No,R&B,No,No,113.0,Rarely,Sometimes,Never,Sometimes,Never,Very frequently,Very frequently,Never,Never,Never,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Never,3.0,2.0,0.0,0.0,No effect,I understand.
8/28/2022 14:41:04,32.0,Spotify,3.0,Yes,No,No,Hip hop,No,No,157.0,Never,Never,Rarely,Never,Never,Very frequently,Never,Never,Sometimes,Rarely,Never,Sometimes,Very frequently,Very frequently,Rarely,Never,2.0,0.0,7.0,0.0,No effect,I understand.
